source_id,title,city,state,asking_price,annual_revenue,practice_type,description,broker_name,broker_company,listing_url,machine_count,listing_code
sun-profitable-laundromat-metro-baton-rouge-59505,Profitable Laundromat Business For Sale for Sale in Metro Baton Rouge,Baton Rouge,LA,425000,,Card/App-Based,"Sunbelt Business Brokers of Baton Rouge is excited to present this exceptional opportunity to own a thriving laundromat in a prime location in Metro Baton Rouge. Established location with updated equipment; accepts both cash and pre-paid digital cards. Additional revenue from vending machines and paid event parking.",Gary Cowell,Sunbelt of Baton Rouge,https://www.sunbeltnetwork.com/new-orleans-la/buy-a-business/listings/listing-details/profitable-laundromat-metro-baton-rouge-59505/,,profitable-laundromat-metro-baton-rouge-59505
sun-coin-laundry-20-years-same-location-55703,Turnkey Coin Laundry – Simple Operation Strong Cash Flow,,SC,95000,100000,Coin-Op,"A fully equipped coin laundry in a desirable coastal community. Operates 24/7 with no on-site attendant required. Stable revenue of approximately $100,000/year with owner's discretionary earnings in the $20,000-30,000 range after addbacks.",Michael Wilson,Sunbelt of Charleston,https://www.sunbeltnetwork.com/charleston-sc/buy-a-business/listings/listing-details/coin-laundry-20-years-same-location-55703/,,coin-laundry-20-years-same-location-55703
